2019;2;E101;Bao Yen;7030001234;87400.99;1;139206.99;5568.28
2019;2;E111;Woo Kim;7031111234;105000.99;12;786115.88;31444.64
2019;2;E222;David July;7032221234;75000.99;4;459823.96;18392.96
2019;2;E333;Text Draven;7033331234;95000.99;18;1401349.82;56053.99
2019;2;E444;Cook Malbo;7034441234;65950.99;5;443048.95;17721.96
2019;2;E555;Apple Pie;7035551234;45000.99;4;440583.96;17623.36
2019;2;E666;Rick Finn;7036661234;60000.99;14;1254295.86;50171.83
2019;2;E777;Calvin Paung;7037771234;55000.99;11;798985.89;31959.44
2019;2;E888;Andre Anna;7038881234;48900.99;8;559808.92;22392.36
2019;2;E999;Paul Speaker;7039991234;53800.99;1;61033.99;2441.36
2019;3;E101;Bao Yen;7030001234;87400.99;13;1062249.87;42489.99
2019;3;E111;Woo Kim;7031111234;105000.99;17;1423920.83;56956.83
2019;3;E222;David July;7032221234;75000.99;16;1469201.84;58768.07
2019;3;E333;Text Draven;7033331234;95000.99;25;1899738.75;75989.55
2019;3;E444;Cook Malbo;7034441234;65950.99;5;497600.95;19904.04
2019;3;E555;Apple Pie;7035551234;45000.99;12;963302.88;38532.12
2019;3;E666;Rick Finn;7036661234;60000.99;4;428492.96;17139.72
2019;3;E777;Calvin Paung;7037771234;55000.99;23;2163684.77;86547.39
2019;3;E888;Andre Anna;7038881234;48900.99;1;88980.99;3559.24
2019;3;E999;Paul Speaker;7039991234;53800.99;27;1876787.73;75071.51
2019;4;E101;Bao Yen;7030001234;87400.99;0;0.0;0.0
2019;4;E111;Woo Kim;7031111234;105000.99;0;0.0;0.0
2019;4;E222;David July;7032221234;75000.99;0;0.0;0.0
2019;4;E333;Text Draven;7033331234;95000.99;0;0.0;0.0
2019;4;E444;Cook Malbo;7034441234;65950.99;0;0.0;0.0
2019;4;E555;Apple Pie;7035551234;45000.99;0;0.0;0.0
2019;4;E666;Rick Finn;7036661234;60000.99;0;0.0;0.0
2019;4;E777;Calvin Paung;7037771234;55000.99;0;0.0;0.0
2019;4;E888;Andre Anna;7038881234;48900.99;0;0.0;0.0
2019;4;E999;Paul Speaker;7039991234;53800.99;0;0.0;0.0
2019;4;E456;Test Input;7031237878;85400.99;0;0.0;0.0
